Horario,Provincia,Municipio,"Código
Postal",Dirección,Longitud,Latitud,Margen,Rótulo
Horario Flexible,BALEARS (ILLES),Campanet,7310,"CARRETERA C-713 KM. 38,3","2,989472","39,775444",D,CEPSA
Horario Flexible,BALEARS (ILLES),Escorca,7315,"CARRETERA PM -213 KM. 14,8",,,D,REPSOL
Horario Flexible,BALEARS (ILLES),Ferreries,7750,"CALLE DELS TEULERS, 2","4,020917","39,987750",D,E.S. FERRERIES
Horario Flexible,BALEARS (ILLES),Lloseta,7360,"CARRER SABATERS, SN","2,870417","39,703500",D,SHELL
Horario Flexible,BALEARS (ILLES),Llubí,7430,"CARRER LA CARRETERA, 69","3,005889","39,698694",D,CEPSA
Horario Flexible,BALEARS (ILLES),Mercadal (Es),7740,CARRETERA CTRA DE MAO A CIUTADELLA ME-1 KM. 23,"4,071667","39,984639",N,BP
Horario Flexible,BALEARS (ILLES),Montuïri,7230,"CARRETERA MA-15 KM. 29,320","2,988139","39,560806",I,CEPSA
Horario Flexible,BALEARS (ILLES),Muro,7440,"CARRETERA MA-3431 KM. 0,200","3,052639","39,741500",I,REPSOL
Horario Flexible,BALEARS (ILLES),Petra,7520,"CARRETERA PM-334 KM. 1,1","3,109028","39,625889",D,REPSOL
Horario Flexible,BALEARS (ILLES),Porreres,7260,"CARRERA PM-503 KM. 5,5,","3,019583","39,520056",N,BP
Horario Flexible,BALEARS (ILLES),Sant Joan,7240,"CARRETERA MA-15 KM. 36,6","3,067806","39,569833",D,REPSOL
Horario Flexible,BALEARS (ILLES),Santa Eugènia,7142,"CARRETERA VELLA DE SINEU PMV3011 KM. 15,5","2,834306","39,612667",I,CEPSA
Horario Flexible,BALEARS (ILLES),Sencelles,7140,"CARRETERA SANTA MARIA-SENCELLES KM. 9,9","2,878639","39,645694",D,REPSOL
Horario Flexible,BALEARS (ILLES),Sineu,7510,"CARRETERA PM-324 KM. 11,5","3,006083","39,646083",D,REPSOL
Horario Flexible,BALEARS (ILLES),Vilafranca de Bonany,7250,"CARRETERA C-715 KM. 42,5","3,133833","39,576111",D,CEPSA
Horario Flexible,BARCELONA,Artés,8271,"C/ ROCAFORT, 103 (B-4512 km 0,6)","1,946806","41,795000",I,MEROIL
Horario Flexible,BARCELONA,Avinyó,8279,"CALLE ANTONI PONT (B-431, PK 53), S/N","1,972389","41,867472",D,E.S. AVINYÓ - CEPSA-
Horario Flexible,BARCELONA,Balsareny,8660,"AVENIDA INDUSTRIA,","1,874306","41,858028",D,PETROBAGES S.L.
Horario Flexible,BARCELONA,Begues,8859,"CARRETERA BV-2041 KM. 8,3","1,945472","41,327611",N,BP
Horario Flexible,BARCELONA,Bigues i Riells,8415,CARRETERA SANT LLORENÇ A LLINARS KM. 25,"2,217222","41,671250",D,ESTACIO SERVEI BIGUES I RIELLS
Horario Flexible,BARCELONA,Cardona,8261,CARRETERA C-1410A KM. 29,"1,698917","41,907278",D,VILALTA
Horario Flexible,BARCELONA,Castellbell i el Vilar,8296,"CARRETERA C-55 KM. 17,1","1,850583","41,636472",I,REPSOL
Horario Flexible,BARCELONA,Castellet i la Gornal,8729,"CARRETERA NACIONAL 340 KM. 1196,525","1,585750","41,246278",N,CEPSA
Horario Flexible,BARCELONA,Castellterçol,8183,C-59 km 32,"2,120167","41,757139",D,PORBOL
Horario Flexible,BARCELONA,Cercs,8698,"CARRETERA COMARCAL C-16 KM. 105,5","1,857750","42,160306",D,PETROMIRAL LES
Horario Flexible,BARCELONA,Dosrius,8319,"CARRETERA B510 KM. 3,1",,,D,PETROLOGIC OIL
Horario Flexible,BARCELONA,Fogars de la Selva,8495,"CARRETERA BV-5122 KM. 5,1","2,672917","41,725667",I,CEPSA
Horario Flexible,BARCELONA,Gelida,8790,"CAMI CAN VALLS, S/N","1,865250","41,446500",D,CACENCA
Horario Flexible,BARCELONA,Granada (La),8792,"CARRETERA C-243 KM. 7,5","1,730361","41,378417",D,REPSOL
Horario Flexible,BARCELONA,Gualba,8474,"CALLE RIERA DE GUALBA, 1","2,533278","41,713583",N,BP GUALBA
Horario Flexible,BARCELONA,Guardiola de Berguedà,8694,"CARRETERA C-16 KM. 113,5","1,872722","42,223528",I,"ESTACIÓ SERRA CADI, S.L."
Horario Flexible,BARCELONA,Gurb,8503,"CARRETERA C-25 (MRG.IZDO.) KM. 174,6","2,194306","41,934250",I,CEPSA
Horario Flexible,BARCELONA,Masies de Voltregà (Les),8509,"CALLE ONZE DE SETEMBRE, 34","2,241556","42,010278",D,PETROVOLTR EGÀ
Horario Flexible,BARCELONA,Montgat,8390,"CALLE RAMON Y CAJAL, S/N","2,268750","41,462972",N,BP MONTGAT
Horario Flexible,BARCELONA,Montmaneu,8717,CARRETERA NACIONAL II KM. 532,"1,399639","41,617056",D,LA PANADELLA
Horario Flexible,BARCELONA,Olost,8519,CARRETERA C-154 DE VIC A BERGA KM. 20,"2,097250","41,984917",I,PETRONOR
Horario Flexible,BARCELONA,Pacs del Penedès,8796,CARRETERA BP-2121 KM. 2,"1,677333","41,352278",D,CEPSA
Horario Flexible,BARCELONA,Palma de Cervelló (La),8756,AVENIDA CATALUÑA 135-137,"1,962917","41,414028",I,REPSOL
Horario Flexible,BARCELONA,Pobla de Claramunt (La),8787,"AVENIDA CATALUÑA, 1","1,676111","41,552611",I,CAMPSA
Horario Flexible,BARCELONA,Pobla de Lillet (La),8696,CARRETERA B-402 KM. 10,"1,978500","42,245111",D,REPSOL
Horario Flexible,BARCELONA,Pont de Vilomara i Rocafort (El),8254,"CALLE DE LES FONTS, 7","1,873167","41,705833",D,LOW COST FUEL
Horario Flexible,BARCELONA,Prats de Lluçanès,8513,"AVINGUDA POMPEU FABRA, 3","2,031889","42,009278",D,ESTACIO SERVEI LLUÇANÈS
Horario Flexible,BARCELONA,Premià de Mar,8330,"CARRER TORRENT MALET, 17","2,345667","41,488528",N,GASUIR
Horario Flexible,BARCELONA,Roda de Ter,8510,"CALLE BAC DE RODA, 52","2,310028","41,984528",N,FEIXAS AULET
Horario Flexible,BARCELONA,Saldes,8699,"CARRETERA B-400 KM. 14,8","1,745389","42,226500",I,REPSOL
Horario Flexible,BARCELONA,Sant Antoni de Vilamajor,8459,"CALLE EUROPA, 2","2,404361","41,662000",N,MEROIL
Horario Flexible,BARCELONA,Sant Fost de Campsentell es,8105,"CALLE BARCELONA, 180","2,221750","41,530333",D,AREA SFOST
Horario Flexible,BARCELONA,Sant Llorenç d'Hortons,8791,"CARRETERA B-224 KM. 20,8","1,854667","41,484778",D,REPSOL
Horario Flexible,BARCELONA,Sant Pere de Riudebitlles,8776,"CALLE CARRETERA (LA), 162","1,697694","41,451528",D,NINGUNO
Horario Flexible,BARCELONA,Sant Pere de Torelló,8572,"AVINGUDA JOAN MARAGALL, S/N","2,290806","42,070389",D,SHELL
Horario Flexible,BARCELONA,Sant Pol de Mar,8395,"CALLE SANT GALDERICH, 14","2,604917","41,607944",N,GALP
Horario Flexible,BARCELONA,Sant Salvador de Guardiola,8253,"CARRETERA C-37 KM. 78,48","1,793306","41,700722",D,REPSOL
Horario Flexible,BARCELONA,Sant Vicenç de Montalt,8394,CARRETERA N-2 KM. 654,"2,519556","41,566139",D,REPSOL
Horario Flexible,BARCELONA,Sant Vicenç de Torelló,8571,"AVINGUDA DEL CASTELL, 4","2,273222","42,061472",D,PETROCAT
Horario Flexible,BARCELONA,Santa Maria de Corcó,8511,"CARRETERA VIC-OLOT KM. 15,70","2,362917","42,032056",D,AREA CABRERÈS
Horario Flexible,BARCELONA,Santa Maria de Miralles,8787,"CARRETERA C-37 KM. 48,500","1,513444","41,490972",I,PETROMIRAL LES
Horario Flexible,BARCELONA,Subirats,8739,"CALLE LA CREU TRENCADA, 1","1,802556","41,426222",D,AMAT OIL
Horario Flexible,BARCELONA,Súria,8260,CARRETERA MANRESA SURIA KM. 14,"1,756083","41,827361",I,REPSOL
Horario Flexible,BARCELONA,Torre de Claramunt (La),8789,"CARRER VILANOVA IGUALADA, 8,3","1,679778","41,536889",D,PETRONOR
Horario Flexible,BARCELONA,Vallgorguina,8470,CARRETERA C-61 KM. 11,"2,518028","41,643611",D,CEPSA
Horario Flexible,BARCELONA,Vallromanes,8188,"CARRETERA C5502 KM. 7,4","2,293083","41,525611",I,BP COMERCIAL VALLROMAN AS
Horario Flexible,BURGOS,Arcos,9195,"CARRETERA ALBILLOS KM. 0,2","-3,763167","42,275306",D,NORPETROL
Horario Flexible,BURGOS,Balbases (Los),9119,AUTOVIA A-62 KM. 40,"-4,060028","42,177028",D,GALP
Horario Flexible,BURGOS,Basconcillos del Tozo,9126,"CARRETERA N-627, BURGOS-AGUILAR DE CAMPOO KM. 51,550","-3,980611","42,693778",D,REPSOL
Horario Flexible,BURGOS,Belorado,9250,"CR N-120, 68","-3,207111","42,417333",I,REPSOL
Horario Flexible,BURGOS,Berberana,9511,"CR N-625, 337","-3,061333","42,911833",I,E.S.FERREIRA
Horario Flexible,BURGOS,Caleruega,9451,CARRETERA BU-910 KM. 24,"-3,490250","41,823167",I,PETRONOR
Horario Flexible,BURGOS,Carcedo de Burgos,9193,"CALLE CALZADA, 1","-3,623639","42,287639",D,CARCEDOIL
Horario Flexible,BURGOS,Cardeñajime no,9193,CARRETERA N-120 KM. 106,"-3,603194","42,340083",I,REPSOL
Horario Flexible,BURGOS,Castrillo de la Vega,9391,"CARRETERA N-122 KM. 278,160","-3,782750","41,648417",D,CEPSA
Horario Flexible,BURGOS,Condado de Treviño,9215,"POLIGONO POLIGONO 517 PARCELA 19, S/N","-2,696139","42,722944",N,AN ENERGETICO S VENTAS DE ARMENTIA
Horario Flexible,BURGOS,Fuentecén,9315,CARRETERA N122 KM286 KM. 286,"-3,878722","41,626083",D,BEROIL
Horario Flexible,BURGOS,Huerta de Rey,9430,"CARRETERA C-111 (ARANDA DE DUERO -SALAS) KM. 40,9",,,D,REPSOL
Horario Flexible,BURGOS,Melgar de Fernamental,9100,"CR N-120, 162","-4,238167","42,403056",D,REPSOL
Horario Flexible,BURGOS,Merindad de Montija,9569,"CR C-629, 60","-3,458333","43,080083",D,REPSOL
Horario Flexible,BURGOS,Merindad de Río Ubierna,9141,CARRETERA CL-629 KM. 35,"-3,623861","42,637028",I,E.S. LAS BRUJAS
Horario Flexible,BURGOS,Merindad de Sotoscueva,9568,CARRETERA BU526 KM. 22,"-3,688250","43,045750",N,AVIA
Horario Flexible,BURGOS,Olmedillo de Roa,9311,"CR BU-619, 26,1","-3,929972","41,781611",D,REPSOL
Horario Flexible,BURGOS,Palacios de la Sierra,9680,"POLIGONO POLIGONO INDUSTRIAL LAS ERAS ALTO DE LA PALOMERA, 5","-3,142333","41,978583",D,ES HERMANOS OLALLA
Horario Flexible,BURGOS,Pancorbo,9280,"CR N-1, 302",,,I,REPSOL
Horario Flexible,BURGOS,Puebla de Arganzón (La),9294,CARRETERA DE AÑASTRO S/N,,,N,SAN FORMERIO S.COOP.
Horario Flexible,BURGOS,Quintanar de la Sierra,9670,"CTRA. DE SORIA, S/N (CRTA. DE SORIA, S/N)","-3,041972","41,972694",D,GALP
Horario Flexible,BURGOS,Quintanilla Vivar,9140,CARRETERA N-623 KM. 10,"-3,681639","42,426861",D,EMPRESA DEL GRUPO CEPSA
Horario Flexible,BURGOS,Revilla y Ahedo (La),9613,CARRETERA BURGOS-SAGUNTO KM. S/N,"-3,322972","42,027639",D,PINAROIL S.L.
Horario Flexible,BURGOS,Roa,9300,"CARRETERA BU-111 CTRA. LERMA-S.MARIN RUBIALES KM. 28,500","-3,923194","41,698500",D,REPSOL
Horario Flexible,BURGOS,Santa María del Campo,9342,"CARRETERA BU-101, KM. 7,5","-3,964917","42,131694",I,REPSOL
Horario Flexible,BURGOS,Sotresgudo,9135,CARRETERA A BARRIO DE SAN FELICES EN SOTRESGUDO KM. 1,"-4,203167","42,556500",D,BIESA
Horario Flexible,BURGOS,Trespaderne,9540,"CTRA. N-629 OÑA-SANTOÑA, KM. 7,7","-3,390056","42,806222",D,"E.S. BASURTO, S.L."
Horario Flexible,BURGOS,Vadocondes,9491,"CR N-122, 257","-3,578028","41,633528",I,REPSOL
Horario Flexible,BURGOS,Valle de Losa,9510,CARRETERA BU-550 KM. 27,"-3,222722","42,978611",N,GALP
Horario Flexible,BURGOS,Valle de Mena,9585,"CR C-6318, 34",,,D,REPSOL
Horario Flexible,BURGOS,Valle de Tobalina,9210,"CARRETERA BU-530 KM. 11,800","-3,264778","42,790083",D,TOBALINOIL
Horario Flexible,BURGOS,Valle de Valdebezana,9572,"CTRA.N-623,BURGOS-SANTANDER km 83","-3,849430","42,970555",I,AVIA
Horario Flexible,BURGOS,Valle de Valdelucio,9127,"CARRETERA NACIONAL 627 KM. 66,150","-4,141444","42,739889",D,CEPSA
Horario Flexible,BURGOS,Villadiego,9120,"C-627 km 39,5","-4,010778","42,512111",D,CEPSA
Horario Flexible,BURGOS,Villalbilla de Burgos,9197,CARRETERA CARRETERA NACIONAL 120 KM. 119,"-3,767000","42,340889",I,REPSOL
Horario Flexible,BURGOS,Villanueva de Argaño,9130,"LOGROÑO-VIGO km 134,5","-3,928167","42,379861",D,E.S.SAIZ
Horario Flexible,BURGOS,Villaquirán de los Infantes,9226,"CARRETERA N-620A KM. 32,3","-3,999139","42,219944",D,CEPSA
Horario Flexible,BURGOS,Villarcayo de Merindad de Castilla la Vieja,9550,C-629 (POLÍGONO LAS MERINDADES) km 62KMS,"-3,581222","42,920389",N,AVIA
Horario Flexible,CÁCERES,Ahigal,10650,CARRETERA CCL KM. 1,"-6,177250","40,192694",I,CAMPSA
Horario Flexible,CÁCERES,Alcántara,10980,"AVENIDA DE MERIDA, 9","-6,883111","39,714417",D,IBERDOEX
Horario Flexible,CÁCERES,Alcuéscar,10160,"CR N-630, 590,5","-6,264417","39,164306",D,REPSOL
Horario Flexible,CÁCERES,Aldeanueva del Camino,10740,"CARRETERA N-630 KM. 436,4","-5,917028","40,265083",D,CEPSA
Horario Flexible,CÁCERES,Almoharín,10132,"CARRETERA CACERES-MEDELLIN KM. 49,200","-6,044889","39,173194",I,CAMPSA
Horario Flexible,CÁCERES,Arroyo de la Luz,10900,"CARRETERA EX-207 KM. 5,6","-6,574694","39,478417",I,CEPSA
Horario Flexible,CÁCERES,Baños de Montemayor,10750,"AVENIDA DE LAS TERMAS, 48","-5,858028","40,319167",I,REPSOL
Horario Flexible,CÁCERES,Barrado,10696,AVDA.PLASENCIA Nº 2,,,N,SCL NTRA.SRA.VI SO
Horario Flexible,CÁCERES,Brozas,10950,"CARRETERA CACERES KM. 33,400","-6,764028","39,616694",D,CEPSA
Horario Flexible,CÁCERES,Cabezuela del Valle,10610,"CARRETERA N-110 KM. 370,800","-5,796500","40,200778",I,REPSOL
Horario Flexible,CÁCERES,Cabrero,10616,"PASEO DEL CANCHAL, 1",,,D,COOP. SAN MIGUEL
Horario Flexible,CÁCERES,Caminomoris co,10620,"AVENIDA GARCIA DE TAFALLA, 1","-6,292389","40,325750",D,REPSOL
Horario Flexible,CÁCERES,Campo Lugar,10134,CARRETERA EX-102 KM. 12200,"-5,787833","39,216972",N,GALP
Horario Flexible,CÁCERES,Cañaveral,10820,"CR N-630, 509,3","-6,386611","39,793917",D,LA PISTA S.L.
Horario Flexible,CÁCERES,Casas de Don Gómez,10818,"CARRETERA EX-108 KM. 95,600","-6,596139","40,023833",D,GALP
Horario Flexible,CÁCERES,Casas del Castañar,10616,"AVENIDA ASPERILLAS, 45",,,N,SAN ROQUE
Horario Flexible,CÁCERES,Castañar de Ibor,10340,CARRETERA km 28,"-5,418583","39,625083",D,ESTACION DE SERVICIO CASTAÑAR
Horario Flexible,CÁCERES,Ceclavín,10870,"CR C-213, 10,5","-6,775111","39,826083",D,REPSOL
Horario Flexible,CÁCERES,Cilleros,10895,CTRA. MORALEJA-CILLEROS km 12.1,"-6,786556","40,110139",I,IBERDOEX
Horario Flexible,CÁCERES,Collado,10414,FINCA MESILLAS LA VEGA Y LA SALUD (EX-392 km 3-7),,,I,MESILLAS
Horario Flexible,CÁCERES,Cuacos de Yuste,10430,"CR C904, KM 19.800,","-5,596611","40,049833",D,REPSOL
Horario Flexible,CÁCERES,Escurial,10133,"CARRETERA NACIONAL V KM. 287,9","-5,896972","39,172361",D,BP
Horario Flexible,CÁCERES,Galisteo,10691,"CARRETERA EX-108 KM. 65,500","-6,295278","39,982139",I,CEPSA
Horario Flexible,CÁCERES,Guadalupe,10140,CARRETERA EX-1118 KM. 1,"-5,318583","39,448194",D,REPSOL
Horario Flexible,CÁCERES,Guijo de Galisteo,10692,"CTRA. C-511 km 74,600","-6,373083","39,972694",I,BATAN
Horario Flexible,CÁCERES,Jaraíz de la Vera,10400,"CR EX-203, 12,8","-5,731750","40,026194",I,POCITO
Horario Flexible,CÁCERES,Jarandilla de la Vera,10450,"CALLE SOLEDAD VEGA Y ORTIZ S/N (EX-203 km 47,8)",,,I,CEPSA
Horario Flexible,CÁCERES,Logrosán,10120,"CARRETERA EX-102 KM. 45,500","-5,479444","39,333333",I,REPSOL
Horario Flexible,CÁCERES,Losar de la Vera,10460,"CARRETERA COMARCAL 501 KM. 58,200","-5,596333","40,115639",N,E.S. LOSAR
Horario Flexible,CÁCERES,Madrigalejo,10110,"CALLE PUENTE PABLILLA, S/N, S/N","-5,621083","39,138611",D,REPSOL
Horario Flexible,CÁCERES,Madroñera,10210,"EX208 km 91,87","-5,784444","39,412861",I,IBERDOEX
Horario Flexible,CÁCERES,Malpartida de Cáceres,10910,"CARRETERA N-521 KM. 54,5","-6,453667","39,456028",D,REPSOL
Horario Flexible,CÁCERES,Montánchez,10170,"AVENIDA JUAN CARLOS RODRIGUEZ IBARRA, 15","-6,148500","39,228917",D,PETRONOR
Horario Flexible,CÁCERES,Pasarón de la Vera,10411,"CARRETERA PASARON ARROYOMOLINOS DE LA VERA KM. 1,5","-5,830778","40,043750",D,ESTACION SERVICIO NTRA SRA DE LA BLANCA
Horario Flexible,CÁCERES,Perales del Puerto,10896,CARRETERA COMARCAL 526 KM. 59,"-6,676333","40,173000",D,IBERDOEX
Horario Flexible,CÁCERES,Pinofranquea do,10630,CARRETERA CORIA -SALAMANCA KM. 41,,,D,BP LAS HURDES
Horario Flexible,CÁCERES,Piornal,10615,"PASEO LA FERIA, S/N","-5,850333","40,111694",D,COOP. SAN JOSE
Horario Flexible,CÁCERES,Pozuelo de Zarzón,10813,"CARRETERA COMARCAL 512 KM. 23,6","-6,414500","40,146139",D,REPSOL
Horario Flexible,CÁCERES,Riolobos,10693,"AVENIDA PLASENCIA, S/N","-6,309000","39,919444",N,NO
Horario Flexible,CÁCERES,Salorino,10570,"CARRETERA N-521 KM. 107,50","-7,000083","39,478750",D,ES SALORINO
Horario Flexible,CÁCERES,Santiago del Campo,10191,CARRETERA A66 KM. 528,"-6,391917","39,664611",I,REPSOL
Horario Flexible,CÁCERES,Torno (El),10617,"CARRETERA EL TORNO -CABEZABELLOSA KM. 0,800",,,I,SDAD COOP SAN LUCAS DEL TORNO
Horario Flexible,CÁCERES,Torre de Santa María,10186,"CARRETERA CACERES-MIAJADAS CC-520 KM. 34,770","-6,104111","39,259944",D,REPSOL
Horario Flexible,CÁCERES,Torrecillas de la Tiesa,10252,CC-L km 8,"-5,742222","39,566000",I,CEPSA
Horario Flexible,CÁCERES,Torrejón el Rubio,10694,CARRETERA EX-208 KM. 40,"-6,012000","39,771500",D,CEPSA
Horario Flexible,CÁCERES,Torrejoncillo,10830,CARRETERA CIUDAD RODRIGO KM. 19,"-6,473056","39,902528",I,CEPSA
Horario Flexible,CÁCERES,Valdastillas,10614,"CARRETERA N-110 KM. 382,400","-5,890833","40,136417",I,REPSOL
Horario Flexible,CÁCERES,Valdeobispo,10672,"CARRETERA EX-370 KM. 15,400","-6,259972","40,060667",I,MARCOS GARRIDO
Horario Flexible,CÁCERES,Valverde del Fresno,10890,"CARRETERA EX205 KM. 16,800","-6,874639","40,214444",D,MEROIL
Horario Flexible,CÁCERES,Villanueva de la Vera,10470,"CARRETERA EX-203 KM. 74,000","-5,433389","40,132694",I,REPSOL
Horario Flexible,CÁCERES,Villar de Plasencia,10720,"AUTOVIA N-630 KM. 454,3","-6,043417","40,142556",D,CAMPSA
Horario Flexible,CÁCERES,Villar del Pedroso,10330,"CAMINO CERRO DE LAS CHOZAS, S/N",,,D,COOP. EL PEDROSO
Horario Flexible,CÁCERES,Zarza de Granadilla,10710,"CARRETERA 513 KM. 96,8","-6,038528","40,232306",I,CAMPSA
Horario Flexible,CÁCERES,Zorita,10130,"CARRETERA CR C-401, KM. 225","-5,694889","39,291028",I,REPSOL
Horario Flexible,CÁDIZ,Alcalá del Valle,11693,"CARRETERA CORBONES KM. 0,5",,,D,SOC.COOP.A ND.EUROPE OS
Horario Flexible,CÁDIZ,Benalup- Casas Viejas,11190,CARRETERA CTRA.A-2225 KM 11 KM.,"-5,816028","36,348444",I,E.S. SANTA ANA DE LA JANDA
Horario Flexible,CÁDIZ,Bosque (El),11670,"CARRETERA EL BOSQUE-ARCOS KM. 0,5","-5,512694","36,758250",N,GALP
Horario Flexible,CÁDIZ,Castellar de la Frontera,11350,CARRETERA A-369 KM. 11,"-5,407500","36,336944",D,E.S. LA ALMORAIMA
Horario Flexible,CÁDIZ,Espera,11648,"CR CA-343, 21","-5,806000","36,868833",D,REPSOL
Horario Flexible,CÁDIZ,Gastor (El),11687,CARRETERA CA-0419 KM. S/N,"-5,326750","36,855944",N,EL GASTOR
Horario Flexible,CÁDIZ,Prado del Rey,11660,"AVENIDA FELIX RODRIGUEZ DE LA FUENTE, S/N","-5,558778","36,784500",N,BP
Horario Flexible,CÁDIZ,San José del Valle,11580,"CARRETERA JEREZ-CORTES KM. 32,7","-5,810028","36,612667",N,GALP
Horario Flexible,CÁDIZ,Setenil de las Bodegas,11692,"CALLE ALAMBIQUE, S/N",,,N,EL AGRO S C A
Horario Flexible,CANTABRIA,Alfoz de Lloredo,39526,"CARRETERA 6316 KM. 10,5","-4,155194","43,395944",I,CEPSA
Horario Flexible,CANTABRIA,Arenas de Iguña,39450,"CARRETERA N-611 KM. 163,2","-4,052444","43,181972",I,PETRONOR
Horario Flexible,CANTABRIA,Arnuero,39195,CARRETERA CASTILLO SIETEVILLAS KM. S/N,"-3,549028","43,459083",N,E.S. CARBURANT ES DE ARNUERO S.L.
Horario Flexible,CANTABRIA,Comillas,39520,PASEO ESTRADA,,,N,COOPERATIV A RUISEÑADA
Horario Flexible,CANTABRIA,Corvera de Toranzo,39699,"CR N-623, 116","-3,943222","43,218333",I,REPSOL
Horario Flexible,CANTABRIA,Escalante,39795,"CARRETERA CA-148 KM. 0,3","-3,522444","43,426083",I,REPSOL
Horario Flexible,CANTABRIA,Hazas de Cesto,39730,CARRETERA IRUN-LA CORUÑA KM. 188,"-3,578556","43,414194",I,REPSOL
Horario Flexible,CANTABRIA,Liendo,39776,N-634 km 165,"-3,365528","43,398583",D,VALLE DE LIENDO
Horario Flexible,CANTABRIA,Liérganes,39718,"CARRETERA NACIONAL 634 km 204,850","-3,767750","43,358972",I,AREA DE SERVICIO PAMANES
Horario Flexible,CANTABRIA,Meruelo,39192,"CR CA-147, 4,7","-3,562611","43,447306",I,REPSOL
Horario Flexible,CANTABRIA,Molledo,39430,CARRETERA N-611 KM. 159,"-4,049000","43,131389",D,PETRONOR
Horario Flexible,CANTABRIA,Potes,39570,CARRETERA N-621 KM. 148,"-4,619778","43,155750",D,CEPSA
Horario Flexible,CANTABRIA,Ramales de la Victoria,39800,N-629 CERECEDA-COLINDRES km 67.8,"-3,461944","43,251889",I,AVIA
Horario Flexible,CANTABRIA,Ribamontán al Mar,39150,"CALLE CASTANEDO-EL SOLARON, 13","-3,698944","43,446667",D,AVIA
Horario Flexible,CANTABRIA,Rionansa,39554,"CARRETERA CA-182 KM. 15,4","-4,405361","43,254194",D,PETRONOR
Horario Flexible,CANTABRIA,Ruente,39513,CARRETERA COMARCAL 625 KM. 48400,"-4,249639","43,269333",N,SHELL
Horario Flexible,CANTABRIA,San Felices de Buelna,39409,"CARRETERA LOS CORRALES DE BUELNA-PUENTE VIESGO KM. 1,500","-4,052917","43,266639",D,AREA DE SERVICIO LA AGÜERA
Horario Flexible,CANTABRIA,Santiurde de Toranzo,39691,"CARRETERA CA-270 KM. 1,1","-3,935306","43,272972",D,REPSOL
Horario Flexible,CANTABRIA,Soba,39806,"BARRIO SAN JUAN DE SOBA (CTRA-COMARCAL RAMALES-VALLE D km 6,4)",,,I,(SIN RÓTULO)
Horario Flexible,CANTABRIA,Valderredible,39220,"CARRETERA CA-272 KM. 30,5","-3,934278","42,805139",D,AVIA
Horario Flexible,CANTABRIA,Vega de Pas,39685,"CARRETERA S-564 KM. 39,25","-3,797139","43,157306",D,AVIA
Horario Flexible,CANTABRIA,Villacarriedo,39640,"CR CA-142, 24","-3,814194","43,229528",D,REPSOL
Horario Flexible,CANTABRIA,Villaescusa,39690,CARRETERA GENERAL (CARRETERA km 4.2),"-3,859861","43,361722",D,CAMPSA
Horario Flexible,CANTABRIA,Voto,39766,"BARRIO SAN PANTALEÓN, S/N","-3,496417","43,347944",I,AVIA
Horario Flexible,CASTELLÓN / CASTELLÓ,Albocàsser,12140,"CR CS-800, 32,3",,,D,CAMPSA
Horario Flexible,CASTELLÓN / CASTELLÓ,Alcalà de Xivert,12570,CARRETERA NACIONAL 340 KM. 1021,"0,226333","40,296944",I,REPSOL
Horario Flexible,CASTELLÓN / CASTELLÓ,Alquerías del Niño Perdido,12539,"CARRETERA N-340 KM. 963,7","-0,120778","39,897861",D,CEPSA
Horario Flexible,CASTELLÓN / CASTELLÓ,Altura,12410,"AVDA. VALENCIA, Nº 47","-0,510639","39,847833",D,COOP.SAGRA DO CORAZON DE ALTURA
Horario Flexible,CASTELLÓN / CASTELLÓ,Artana,12527,"AVENIDA SIERRA DE ESPADAN, 1","-0,251139","39,891083",N,EST.SER. ARTANA S.L.
Horario Flexible,CASTELLÓN / CASTELLÓ,Atzeneta del Maestrat,12132,"AVENIDA MEANES (DE), 2","-0,170611","40,219417",D,COOPERATIV A ATZENETA
Horario Flexible,CASTELLÓN / CASTELLÓ,Barracas,12420,"CARRETERA N-234A KM. 62,8","-0,696306","40,016528",D,CEPSA
Horario Flexible,CASTELLÓN / CASTELLÓ,Bejís,12430,CARRETERA ESTACION KM. S/N,"-0,703500","39,910833",D,GRUPO MAICAS PEIRO
Horario Flexible,CASTELLÓN / CASTELLÓ,Benlloch,12181,"CARRETERA CV 10 KM. 46,70","0,044556","40,186583",I,REPSOL
Horario Flexible,CASTELLÓN / CASTELLÓ,Chilches/Xilx es,12592,"CRTA. DEL MAR km 0,5","-0,180722","39,778583",D,GALP
Horario Flexible,CASTELLÓN / CASTELLÓ,Coves de Vinromà (les),12185,"CR C-238, 45,7","0,115194","40,307222",D,REPSOL
Horario Flexible,CASTELLÓN / CASTELLÓ,Forcall,12310,"CV-14 km 12,400","-0,190417","40,663583",I,E.S.MIBECOS L
Horario Flexible,CASTELLÓN / CASTELLÓ,Jérica,12450,CARRETERA NACIONAL 234 K.M. 42 KM. 42,"-0,564389","39,912361",D,SHELL
Horario Flexible,CASTELLÓN / CASTELLÓ,Lucena del Cid,12120,"CARRETERA C-232 KM. 38,10","-0,280583","40,135528",D,LLUCENA
Horario Flexible,CASTELLÓN / CASTELLÓ,Moncofa,12593,CL CAMI LA VALL S/N,"-0,152500","39,810333",N,BP MONCOFAR
Horario Flexible,CASTELLÓN / CASTELLÓ,Morella,12300,"CARRETERA N-232 KM. 63,5","-0,094944","40,609472",D,PETRONOR
Horario Flexible,CASTELLÓN / CASTELLÓ,San Rafael del Río,12510,"CL SALVADOR PONS, 30","0,348917","40,604417",D,REPSOL
