NOMBRE,REFERENCIA,DIRECCION,PROVINCIA,CIUDAD,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO
PNEUMÀTICS RODAMON,114,"C/ Mayor, 59",Barcelona,Mataró,"41,5366011","2,3726193",Taller de Vehículo Industrial abierto para casos de urgencia,9H00-14H00 y 15H00-19H00,631732442
"TALLERES MADOL92, S.L.U.",115,"C/ Agricultura, 22",Barcelona,Viladecans,"41,3104469","2,015322",Taller de Vehículo Industrial abierto para casos de urgencia. Bajo cita previa. Capacidad para V.I. ligero,7H30-15H00,672462128
"NEUMÁTICOS SIES (SIERRA-ESCRUELA, S.A.)",116,"Ctra. de la Santa Creu de Calafell, 11",Barcelona,Sant Boi de Llobregat,"41,33819","2,0452013",Taller de Vehículo Industrial abierto para casos de urgencia. Disponen de vehículo de asistencia,8H15-13H30 y 15H30-18H15,936615795
"SERVEIS DE VEHICLE INDUSTRIAL, S.C.C.L.",117,"C/ Acero, 26",Barcelona,Barcelona,"41,3512084","2,1377365",Taller de Vehículo Industrial abierto para casos de urgencia,L-V: 8H30-13H30 y 15H30-19H00 | S: 8H00-13H30,933283021
"TALLERES VILA NAUDI, S.L.",118,"C/ Alloza, 19",Barcelona,Barcelona,"41,4316724","2,1729",Taller de Vehículo Industrial abierto para casos de urgencia,8H30-13H00 y 15H30-19H00,600481814
"TALLERES UTRERA, S.L.",119,"Av. Bac de Roda, 43",Barcelona,Badalona,"41,4620316","2,2455474",Taller de Vehículo Industrial abierto para casos de urgencia. Para  V.I. ligeros,8H00-13H00 y 15H00-18H00,933951705
"AUTO DISTRIBUCIÓN, S.L.",120,"C/ Rafael Barradas, 22-32 - Pol. Ind. Gran Via Sur",Barcelona,L' Hospitalet de Llobregat,"41,3470177","2,1150167",Taller de Vehículo Industrial abierto para casos de urgencia. Servicio 24h IVECO,8H15-13H00 y 15H00-20H00,932632512
"TOT VIDRECAR, S.L.",121,"Ctra. del Mig, 171",Barcelona,L' Hospitalet de Llobregat,"41,3533538","2,1005289",Taller de Vehículo Industrial abierto para casos de urgencia. Sólo urgencias con cita previa,8H30-19H00,649393179
AUTO COLL PENEDÈS,122,"Av. Catalunya, 112-114",Barcelona,Santa Margarida I Els Monjos,"41,3192917","1,6578817","Taller de Vehículo Industrial abierto para casos de urgencia. Mecánica, chapa y pintura, neumáticos",8H30-19H30,938980824
CONCESIONARIOS RENAULT DACIA - REMM GUITART,123,"Av. Francesc Macià, 104-112",Barcelona,Esparreguera,"41,5405003","1,8639775",Taller de Vehículo Industrial abierto para casos de urgencia. V.I. ligero que no pesen más de 3.500 kg.,9H00-13H00 y 15H00-19H00,610591790
CONCESIONARIOS RENAULT DACIA - REMM GUITART,124,"Av. Tarragona, 141",Barcelona,Vilafranca del Penedès,"41,3355326","1,684302",Taller de Vehículo Industrial abierto para casos de urgencia. V.I. ligero que no pesen más de 3.500 kg.,9H00-13H00 y 15H00-19H00,610591790
CONCESIONARIOS RENAULT DACIA - REMM GUITART,125,"Ronda Ibèrica, 8",Barcelona,Vilanova I la Geltrú,"41,2331473","1,7370713",Taller de Vehículo Industrial abierto para casos de urgencia. V.I. ligero que no pesen más de 3.500 kg.,9H00-13H00 y 15H00-19H00,610591790
R. SANSON PLANXISTERIA I PINTURA,126,"Ctra. Santa Fe, 8",Barcelona,La Granada,"41,376987","1,713759",Taller de Vehículo Industrial abierto para casos de urgencia,8H00-13H00 y 15H00-18H00,938975092
"GONZÁLEZ CASTELLÓN MOTOR, S.L.",127,"C/ Almogàvers, 143",Barcelona,Barcelona,"41,398487","2,189564",Taller de Vehículo Industrial abierto para casos de urgencia,8H00-18H00,933098096
"GONZÁLEZ CASTELLÓN MOTOR, S.L.",128,"Ctra. de Sentmenat, 24, Nave 4",Barcelona,Polinyà,"41,548339","2,159504",Taller de Vehículo Industrial abierto para casos de urgencia,8H00-18H00,937131283
SCAITT,129,"Av. del Congost, 9 - Pol. Ind. Congost",Barcelona,Martorell,"41,4659528","1,9455662",Taller de Vehículo Industrial abierto para casos de urgencia. Marcas Scania y Schmitz Cargobull. Servicio 24h en teléfono 916 78 80 58,8H30-17H00,937737100
SCAITT,130,"C/ del Pont Vell, 13",Barcelona,Santa Perpètua de Mogoda,"41,5395059","0,8943107",Taller de Vehículo Industrial abierto para casos de urgencia. Marcas Scania y Schmitz Cargobull. Servicio 24h en teléfono 916 78 80 58,8H30-17H00,935749880
SCAITT,131,"C/ C, Parcela, 29-30 - Pol. Ind. El Camí dels Frares",Lleida,Lleida,"41,5395059","0,8943107",Taller de Vehículo Industrial abierto para casos de urgencia. Marcas Scania y Schmitz Cargobull. Servicio 24h en teléfono 916 78 80 58,8H30-17H00,973257870
SCAITT,132,"Camí Gremi Ferrers, 10 - Pol. Ind. Son Castelló",Illes Balears,Palma ,"39,5993531","2,663713",Taller de Vehículo Industrial abierto para casos de urgencia. Marcas Scania y Schmitz Cargobull. Servicio 24h en teléfono 916 78 80 58,8H30-17H00,971431306
"BALLESTAS GRAN VIA, S.L.",133,"C/ Castelao, 176",Barcelona,L' Hospitalet de Llobregat,"41,360179","2,124247",Taller de Vehículo Industrial abierto para casos de urgencia. Suspensión V.I. (ballestas y accesorios) para urgencias coche taller toda la província BCN,7H45-15H00,609744296
TALLER SALLENT MOTORS,134,"C/ Llull, 138",Barcelona,Barcelona,"41,3983099","2,1965653",Taller de Vehículo Industrial abierto para casos de urgencia,8H30-19H00,933096080
"TALLERES TRESGAR MOTORS, S.L.",135,"C/ Farigola, Nave 20",Barcelona,Castellbisbal,"41,467289","1,986892",Taller de Vehículo Industrial abierto para casos de urgencia,9H00-13H30 y 15H30-19H00,937720845
"TALLERS PRAT RUSIÑOL, S.L.",136,"C/ Arquitecte Gaudí, 53",Barcelona,Sant Fruitós de Bages,"41,7552607","1,8806247",Taller de Vehículo Industrial abierto para casos de urgencia. Reparación de carrocerías y equipos de frio de urgencia,8H00-16H00,629024222
"THERMOFRED LUCA 2003, S.L.",137,"Ctra. del Mig, 43",Barcelona,Cornellà de Llobregat,"41,3520555","2,097611",Taller de Vehículo Industrial abierto para casos de urgencia. Importante llamar primero,9H30-15H30,665943876
MOTOR TÀRREGA TÀRREGA,138,"Av. Barcelona, 31",Lleida,Tàrrega,"41,9842084","0,702846",Taller de Vehículo Industrial abierto para casos de urgencia,L-V: 7H00-20H00 | S: 7H00-11H00,973312604
MOTOR TÀRREGA LLEIDA,139,"Av. Industria, S/N - Pol. Ind. El Segre",Lleida,Lleida,"41,625131","0,6567323",Taller de Vehículo Industrial abierto para casos de urgencia,L-V: 8H00-20H00 | S: 9H00-12H00,973184032
MOTOR TÀRREGA LA SEU D'URGELL,140,"Ctra. N-260, Km. 230",Lleida,La Seu D'urgell,"42,3501204","1,4319591",Taller de Vehículo Industrial abierto para casos de urgencia,L-V: 8H00-19H30 | S: 8H00-13H00,973352422
MOTOR TÀRREGA MANRESA,141,"C/ 11 de Setembre, 10 - Pol. Ind. Els Plans de la Sala",Barcelona,Sallent,"41,7820216","1,8902031",Taller de Vehículo Industrial abierto para casos de urgencia,L-V: 8H00-19H00 | S: 9H00-13H00,938774400
MOTOR TÀRREGA FIGUERES,142,"C/ la Pireta, 16 - Pol. Ind. Logis Empordà",Girona,Figueres,"42,232127","2,9872393",Taller de Vehículo Industrial abierto para casos de urgencia,L-V: 8H00-19H00 | S: 8H00-13H00,972524532
PNEUMÀTICS STA. PERPÈTUA,143,"C/ Industria, 1",Barcelona,Santa Perpètua de Mogoda,"41,5378085","2,1789017",Taller de Vehículo Industrial abierto para casos de urgencia,L-V: 9H00-13H00 y 16H00-19H00 | S: 9H00-13H00,935601004
AUTOZAP,144,"N-301, Km. 161",Cuenca,Las Pedroñeras,"40,1794044","-2,2342126",Taller de Vehículo Industrial abierto para casos de urgencia,9H00-20H00,967160390
"TALLERES ARAGÓN, S.C.L.",145,"Ctra. Logroño, Km. 13,200",Zaragoza,Utebo,"41,7101134","-1,0171352",Taller de Vehículo Industrial abierto para casos de urgencia,8H00-19H30,976772929
"TALLERES RICMA, S.L.",146,"Ctra. Guadalupe, Km. 2,800",Badajoz,Villanueva de la Serena,"39,412808","-5,7944678",Taller de Vehículo Industrial abierto para casos de urgencia,24H00,616126390
"MAESO JAREÑO, S.L.",147,"C/ D, Parcelas R190-191",Ciudad Real,Manzanares,"39,0134243","-3,367106",Taller de Vehículo Industrial abierto para casos de urgencia,9H00-14H00 y 16H00-19H00,629763598
"BARCINO TELECOM, S.L.",148,"El Pla, 5",Barcelona,Molins de Rei,"41,4029339","2,0197894",Taller de Vehículo Industrial abierto para casos de urgencia,8H00-17H00,936801185
"JOSEP MAS, S.L.",149,"C/ Mas Pujol, 40",Barcelona,Les Franqueses del Vallès,"41,5631532","2,0161135",Taller de Vehículo Industrial abierto para casos de urgencia,8H30-17H30,938492955
"JOSEP MAS, S.L.",150,"Camí Ral, 6",Barcelona,Montornès del Vallès,"41,5637341","2,267364",Taller de Vehículo Industrial abierto para casos de urgencia,8H30-16H30,938492955
"TALLERES DOMINGO ROMERO, S.L.",151,"Pol. Ind. Los Portales, Parcela B-7",Ciudad Real,Tomelloso,"39,1619801","-2,9962186",Taller de Vehículo Industrial abierto para casos de urgencia,8H30-20H00,686970107
"TALLERES ARRIAGA E HIJOS, S.L.",152,"C/ Agricultura, 54",Jaén,Úbeda,"38,0265279","-3,3683855",Taller de Vehículo Industrial abierto para casos de urgencia,9H00-19H00,660155558
"HERRERO Y NUÑEZ MOTOR, S.L.U.",153,"C/ Topacio, 9",Valladolid,Valladolid,"41,6168499","-4,715486",Taller de Vehículo Industrial abierto para casos de urgencia,8H00-19H00,629783040
"SERVEI ELÈCTRIC D'AUTOMOCIÓ, S.L.",154,"C/ Venus, 48, Nave 8 Interior - Pol. Ind. Colon II",Barcelona,Terrassa,"41,541304","2,030896",Taller de Vehículo Industrial abierto para casos de urgencia,8H00-19H00,937839700
"VIFRAUTO, S.L.",155,"Rua Castiñeiro, 20 - Pol. Ind. Sete Pontes",Lugo,Vilalba,"43,3084372","-7,6659947",Taller de Vehículo Industrial abierto para casos de urgencia,8H00-20H00,982510960
TALLERES HNOS. PARADA,156,"C/ Toledo, S/N - Pol. Ind. Camporrosso",Albacete,Chinchilla de Monte-aragón,"38,9372412","-1,7530999",Taller de Vehículo Industrial abierto para casos de urgencia,8H15-19H30,620163099
"IVECO TALLERES MECÁNICOS SAN ELOY, S.L.",157,"Bidaurre-Ureder, 45, 20305 Irun",Gipuzkoa,Irun,"43,3241475","-1,8302012",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 9H13 Y 15H19,943628108
"ELECTRO FRÍO BEHOBIA, S.L.",158,"AVDA. ENDARLAZA, S/N, 20305 IRUN",Gipuzkoa,Irun,"43,3377998","-1,7567863",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 9H13 Y 14H18,619460248
"ELECTRO THERMO TRUCK, S.L.",159,"C/ EUROPA, 22, BAJO, 20305 IRUN",Gipuzkoa,Irun,"43,3406008","-1,7587051",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 8H20 Y S: 8H13,943634062
"ANZIZAR, S.A.",160,"CTRA. BESAIN - ORMAITEGI, KM 0, 20200 BEASAIN",Gipuzkoa,Beasain,"43,0484279","-2,2199357",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 8h15:30,630892446
"AUTO HANDIA, S.L. ",161,"ANTXOTXIPI, 5, ZAISA III, 20305 IRUN",Gipuzkoa,Irun,"43,3397976","-1,7632034",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 8H19 Y S: 9H13,943614981
"OLASO AUTODIESEL, S.L.",162,"OLASOPE KALEA, 1, 20870 ELGOIBAR",Gipuzkoa,Elgoibar,"43,2086377","-2,4232376",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 8:30H12:30 Y 14:30H18:30,943740771
GARAJE IBARRA,163,"AZERI KALEA, 5, 20500 ARRASATE",Gipuzkoa,Arrasate/mondragón,"43,0586535","-2,4964378",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 9H13 Y 15H19,685984090
AUTOREPARACIONES MONZON S.A.,164,P.I.PAULES PARCELA 25-26,Huesca,Monzón,"41,9205176","-0,1862355",Taller de Vehículo Industrial abierto para casos de urgencia ,8.00-17.00 L.-V. TFNO 24H (619226273),974404412
"TALLERES LAPIEDRA, S.L.",165,"POL. IND. VALLE DEL CINCA, 52",Huesca,Barbastro,"42,0044354","-0,1375555",,"9 a 13 y de 15,30 a 18 L.aV.",974310485/974310189
"AGON TRUCK CENTER ZARAGOZA, SL",166,C/ Santo Domingo nº 2 (Pol. Ind. Centrovia),Zaragoza,La Muela,"41,6154297","-1,0651695",,L-V: 8H-18H,976144678
"FERNANDO AGON, SL",167,Ctra. Nacional KM 131,Huesca,Binéfar,"41,8385521","0,3004772",,L-V: 8H-18H,974428358
"FERNANDO AGON, SL",168,"Carrer del Coure, 31",Tarragona,Tarragona,"41,1385576","1,2157462",,L-V: 8H-18H,977553225
"FERNANDO AGON, SL",169,Pol. Sepe P-58,Huesca,Huesca,"42,1455205","-0,3919284",,L-V: 8H-18H,974230266
"TALLERES MARIANO HERBERA, S.L.",170,"POLIGONO PAULES, PARCELA 29",Huesca,Monzón,"41,9213967","-0,1854401",Taller de Vehículo Industrial abierto ,de 08.00 a 13.00 y de 15.00 a 19.00 horas,974404812
"CamiJaén del Sur, S.L.",171,"Pq.Emp.Nuevo Jaén C/ Mariana de Montoya, 11",Jaén,Jaén,"37,8142842","-3,780061",Taller de Vehículo Industrial abierto para casos de urgencia ,08:00 a 14:00 y 16:00 a 19:00 SABADOS 08:00 A 13:00 H.,953047070
TALLER MECANICO JAEN - LEBRON,172,"C/ VIRGEN DE LAS ANTUSTIAS, 5",Jaén,Frailes,"37,04961","-2,39303",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 - 14:00 Y 16:00-19:00,678934336
DLC TALLERES,173,"CRTA VILLARGORDO KM 0,1",Jaén,Mengíbar,"37,9733233","-3,7989052",Taller de Vehículo Industrial abierto para casos de urgencia. SERVICIO 24 HORAS,L-S: 09:00-20:00 ,616217530
TME AUTO-HANDIA S.L.,174,Avda. Linares Parc 115-116 ,Jaén,Guarromán,"38,1502201","-3,7190482",Taller de Vehículo Industrial abierto para casos de urgencia ,08:00 a 19:00,953672081
TME AUTO-HANDIA S.L.,175,C\Antxotxipi 5,Gipuzkoa,Irun,"43,3399195","-1,7609014",Taller de Vehículo Industrial abierto para casos de urgencia ,08:00 a 19:00,943614981
TALLERES ELECTROCAR SL,176,"AVD.DE JAEN,87",Jaén,Torredonjimeno,"37,7627818","-3,9393757",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00 A 14:00,692216265
"GUTIERREZ NAVARRO, SLU",177,"AUTOVIA A4, KM325",Jaén,Andújar,"38,030064","-4,069947",Taller de Vehículo Industrial abierto para casos de urgencia,"8,00 a 14,00 y 16,00 a 20,00",687854488
TALLERES EL GRANAINO,178, ctra. Bailen-Motril km 30.4 23009,Jaén,Jaén,"37,839081","-3,7690427",Taller de Vehículo Industrial abierto para casos de urgencia,Horario: L-V 9.00-14.00/ 16.00-19.00,953281710
AUTO CAMIONES HERVI S.L.,179,"KM. 446,79 ",Lleida,Soses,"41,5430095","0,475298",Taller de Vehículo Industrial abierto para casos de urgencia ,08:30 - 13:00 / 15:30-19:30,973797486
NOU DIESEL S.L.U.,180,"A-2, KM. 486. P.I. VILA-SANA",Lleida,Vila-sana,"41,644302","0,898746",,DE LUNES A VIERNES 08:00-20:00 / SABADOS 08:00-13:00,973602040
RIBALAIGA S.A.,181,"CTRA N-260 KM. 225,7",Lleida,La Seu D'urgell,"42,361979","1,479127",FUERA DE HORARIO LLAMAR AL TELEFONO URGENCIA 649.981.503,09:00-13:00/15:00-19:30,973350379 /649981503
"PNEUAMTICS PEPIN, S.C.",182,"P.I. LA COLOMINA I, C/ LA CANADENCA 17",Lleida,Tremp,"42,168077","0,8891761",NEUMATICOS,09:00 - 13:00 / 15:30-19:00,973650280
NAYPER MOTOR S.A.,183,"CTRA. NII, KM. 458,5",Lleida,Lleida,"41,596718","0,593726",,08:00-16:00,973280220
TALLERS BEAUTO S.L.,184,P.I. EL SEGRE. C/JOSEP SEGURA FARRE- P-724AE,Lleida,Lleida,"41,6238405","0,6584918",,08:30 - 13:00 / 15:30-19:00,973212223
"COCENTRO, S.A",185,"CTRA.VALENCIA, KM. 12",Madrid,Madrid,"40,3661986","-3,5857678",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V 8'30 H - 19'00 H.,913013760
"COCENTRO, S.A",186,"AVDA. INDUSTRIA,23 BIS P.I. LA CANTUEÑA",Madrid,Fuenlabrada,"40,2710097","-3,7678116",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V 8'30 H - 19'00 H.,912900564
COMATRA S.A.,187,"ERATOSTENES, 13 P.I. EL LOMO",Madrid,Getafe,"40,2952059","-3,698299",Taller de Vehículo Industrial abierto para casos de urgencia ,07:00 a 19:30 L-V,916968813
COMATRA S.A.,188,"Video, 6, 19200 Azuqueca de Henares",Guadalajara,Azuqueca de Henares,"40,5557567","-3,2662485",Taller de Vehículo Industrial abierto para casos de urgencia ,07:00 a 19:30 L-V,949266090
TALLERES DECAMOVIL,189,CALLE MANUEL LUNA Nº 8 y 13,Madrid,Madrid,"40,4546916","-3,7030824",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 9H-14H,606022016
"Talleres FastRepro, S.L.",190,C/ Montejo 11 (Pol. Ind. Marconi),Madrid,Madrid,"40,3356658","-3,7165551",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V 9H00-14H00 y 15H30-19H30 ,918267192
JOTRINSA SL,191,CALLE CARRETEROS 6,Madrid,Boadilla del Monte,"40,395424","-3,8452907",Taller de Vehículo Industrial abierto para casos de urgencia ,L-S: 8H30-19H30,915082040
PINTUMAX 3000 S.L.,192,C/PUERTO DE GUADARRAMA 24 POLIGONO LAS NIEVES (Mostoles),Madrid,Móstoles,"40,3501582","-3,8785138",Taller de Vehículo Industrial abierto para casos de urgencia ,8 a 2 y de 3 a 6,916657253
"AUTOREPARACIONES REYES Y DELGADO, S.L.(REDAUTO)",193,"AVDA. DE LA REGUERA, 25",Madrid,Móstoles,"40,3113076","-3,848013",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V:8H30-14H00/15H00-18H30,916465120
"AUTODERE INTERNACIONAL, S.L.",194,"CL SAN JOSE ARTESANO, 5",Madrid,Alcobendas,"40,5297258","-3,6576977",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V:8H30-14H00/15H30-18H30,910552079
Talleres Resaiga S.L,195,C/ Berlin Nº1,Madrid,Torres de la Alameda,"40,4093844","-3,3872438",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V 09:00 - 14:00 & 15:00 - 18:00,91 886 89 00 / 91 886 89 01
TALLER LOS HUEROS,196,C/ CAMINO REAL 9 (C.P. 28810),Madrid,Villalbilla,"40,4410297","-3,4241859",Taller de Vehículo Industrial abierto para casos de urgencia ,"""L-V: 9H-19H""",918792691
Talleres Diana Plus SL,197,Calle Noruega - 13,Madrid,Alcalá de Henares,"40,481155","-3,3850036",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V:9:30-14:00 y 16:00-19:30H S-D: 10:30 - 16:30H,696083199
TALLERES GUIJARRO,198, MANUEL LAGUNA 29,Madrid,Madrid,"40,3809539","-3,6684056",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V 09:00 - 19:30,910 08 98 05
TALLERES GUILLEN E HIJOS SL,199,"HERREROS, 13",Madrid,Getafe,"40,3090165","-3,7017647",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 14:00 Y 16:00 19:00,91 695 49 18
"TALLERES MÉNDEZ MATELO, SL.",200,"CARRETERA DE TOLEDO KM 18,700 - SALIDA 17 - POL. LA CANTUEÑA",Madrid,Fuenlabrada,"40,2645331","-3,7614709",Taller de Vehículo Industrial abierto para casos de urgencia ,"8.30 A 14.00 H Y DE 15.30 A 20,00H",916422624
"AUTOMOCIÓN CORNEJO, S.L.",201,"C/EBANISTAS, 2",Madrid,Velilla de San Antonio,"40,34948","-3,477794",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-19H,916608485
"BOLECA, S.L.",202,"C/ RAFAELA DE LAS CASAS GONZALEZ, 12 (URBANIZACIÓN MILLER BAJO)",Las Palmas,Las Palmas de Gran Canaria,"28,0958643","-15,4434685",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-16:00,928415977; 615349746
"BOLECA, S.L.",203,"C/JOSE MARIA MILLARES SALL, 44 (URBANIZACION INDUSTRIAL EL GORO)
",Las Palmas,Telde,"27,9648572","-15,3966597",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-13:00 y 15:00-18:00 | S: 8:00-12:00,928700211; 658882721
" BOLECA, S.L.",204,"C/ DE LA FRAGUA, 67 (POLIGONO INDUSTRIAL DE ARINAGA, P-3 NORTE)",Las Palmas,Agüimes,"27,8735971","-15,4209353",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-18:00 | S: 8:00-12:00,928183460; 697713170
"BOLECA, S.L.",205,"C/ TACHA BLANCA, 31 (URBANIZACION INDUSTRIAL EL MATORRAL)",Las Palmas,Antigua,"28,4180088","-13,867351",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-13:00 y 15:00-18:00 |S: 8:00-12:00,928869088; 609703357
CARLOS GARCIA GONZALEZ,206,"C/ PADILLA, 46",Las Palmas,Firgas,"28,109073","-15,552759",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-17:00 ,928625584; 675163948
TALLER FERNANDO LORENZO,207,"C/ NORUEGA, 9 (POLIGONO INDUSTRIAL MAIPEZ)",Las Palmas,Telde,"28,0247222","-15,4215571",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-16:00 ,928714773; 626764002
"TALLER ROAR´S, S.C.P.",208,"C/JUAN ISMAEL, 26
",Las Palmas,Puerto del Rosario,"28,507967","-13,845224",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-16:00 ,928852250; 616720334; 659276670
CANARY RACING,209,"C/ CAPITAN CORTES, 6 (LAS HUESAS)",Las Palmas,Telde,"27,985162","-15,393032",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-16:00 ,662946043
RS GARAGE,210,"C/ PARTERA LEONORITA SANCHEZ, 13",Las Palmas,San Bartolomé de Tirajana,"27,768084","-15,576501",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-13:00 y 14:00 a 17:00 ,928763099; 678398637
"AUTOMOCION PEMA CANARIAS, S.L.",211,"C/ VICENTE ALEIXANDRE, 16",Las Palmas,Telde,"28,116764","-15,433476",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-16:00 ,928713128
ATLANTICO AUTOCENTROS EL ROSARIO,212,"C/ GESTUR TENERIFE, 1 (POLIGONO INDUSTRIAL LA CAMPANA)",Santa Cruz de Tenerife,El Rosario,"28,413222","-16,314972",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-16:00,922626602
ATLANTICO AUTOCENTROS LA CAMPANA,213,"C/ LA CAMPANA, 12 (POLIGONO INDUSTRIAL LA CAMPANA)",Santa Cruz de Tenerife,El Rosario,"28,4153905","-16,314838",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-16:00 ,922684092
ATLANTICO AUTOCENTROS EL SEBADAL,214,"C/ DOCTOR JUAN DOMINGUEZ PEREZ, 42 (URBANIZACION INDUSTRIAL EL SEBADAL)
",Las Palmas,Las Palmas de Gran Canaria,"28,16168","-15,409817",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-16:00 ,928481007
ATLANTICO AUTOCENTROS MELENERA,215,"C/ IGNACION ELLACURIA, 4",Las Palmas,Telde,"27,997081","-15,391653",TALLER DE VEHICULO INDUSTRIAL ABIERTO PARA CASOS DE URGENCIA,L-V: 8:00-16:00 ,928130514
